rating,series_id,index_bank
11.0,543,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,544,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,545,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,546,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,547,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,548,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,549,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,550,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,551,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,552,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,553,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,554,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
11.0,555,"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
9.0,556,"ПАО АКБ ""АВАНГАРД"""
9.0,557,"ПАО АКБ ""АВАНГАРД"""
9.0,558,"ПАО АКБ ""АВАНГАРД"""
9.0,559,"ПАО АКБ ""АВАНГАРД"""
9.0,560,"ПАО АКБ ""АВАНГАРД"""
9.0,561,"ПАО АКБ ""АВАНГАРД"""
9.0,562,"ПАО АКБ ""АВАНГАРД"""
9.0,563,"ПАО АКБ ""АВАНГАРД"""
9.0,564,"ПАО АКБ ""АВАНГАРД"""
9.0,565,"ПАО АКБ ""АВАНГАРД"""
9.0,566,"ПАО АКБ ""АВАНГАРД"""
9.0,567,"ПАО АКБ ""АВАНГАРД"""
9.0,568,"ПАО АКБ ""АВАНГАРД"""
9.0,569,"ПАО АКБ ""АВАНГАРД"""
11.0,570,"ПАО АКБ ""Металлинвестбанк"""
11.0,571,"ПАО АКБ ""Металлинвестбанк"""
11.0,572,"ПАО АКБ ""Металлинвестбанк"""
11.0,573,"ПАО АКБ ""Металлинвестбанк"""
11.0,574,"ПАО АКБ ""Металлинвестбанк"""
11.0,575,"ПАО АКБ ""Металлинвестбанк"""
11.0,576,"ПАО АКБ ""Металлинвестбанк"""
11.0,577,"ПАО АКБ ""Металлинвестбанк"""
11.0,578,"ПАО АКБ ""Металлинвестбанк"""
11.0,579,"ПАО АКБ ""Металлинвестбанк"""
11.0,580,"ПАО АКБ ""Металлинвестбанк"""
11.0,581,"ПАО АКБ ""Металлинвестбанк"""
11.0,582,"ПАО АКБ ""Металлинвестбанк"""
11.0,583,"ПАО АКБ ""Металлинвестбанк"""
13.0,584,"ПАО Банк ""ФК Открытие"""
13.0,585,"ПАО Банк ""ФК Открытие"""
13.0,586,"ПАО Банк ""ФК Открытие"""
13.0,587,"ПАО Банк ""ФК Открытие"""
13.0,588,"ПАО Банк ""ФК Открытие"""
13.0,589,"ПАО Банк ""ФК Открытие"""
13.0,590,"ПАО Банк ""ФК Открытие"""
13.0,591,"ПАО Банк ""ФК Открытие"""
13.0,592,"ПАО Банк ""ФК Открытие"""
13.0,593,"ПАО Банк ""ФК Открытие"""
13.0,594,"ПАО Банк ""ФК Открытие"""
11.0,595,ПАО Банк ЗЕНИТ
11.0,596,ПАО Банк ЗЕНИТ
11.0,597,ПАО Банк ЗЕНИТ
11.0,598,ПАО Банк ЗЕНИТ
11.0,599,ПАО Банк ЗЕНИТ
11.0,600,ПАО Банк ЗЕНИТ
11.0,601,ПАО Банк ЗЕНИТ
11.0,602,ПАО Банк ЗЕНИТ
11.0,603,ПАО Банк ЗЕНИТ
11.0,604,ПАО Банк ЗЕНИТ
11.0,605,ПАО Банк ЗЕНИТ
11.0,606,ПАО Банк ЗЕНИТ
11.0,607,ПАО Банк ЗЕНИТ
11.0,608,"ПАО КБ ""Центр-инвест"""
11.0,609,"ПАО КБ ""Центр-инвест"""
11.0,610,"ПАО КБ ""Центр-инвест"""
11.0,611,"ПАО КБ ""Центр-инвест"""
11.0,612,"ПАО КБ ""Центр-инвест"""
11.0,613,"ПАО КБ ""Центр-инвест"""
14.0,614,ПАО РОСБАНК
14.0,615,ПАО РОСБАНК
14.0,616,ПАО РОСБАНК
14.0,617,ПАО РОСБАНК
14.0,618,ПАО РОСБАНК
14.0,619,ПАО РОСБАНК
14.0,620,ПАО РОСБАНК
14.0,621,ПАО РОСБАНК
14.0,622,ПАО РОСБАНК
14.0,623,ПАО РОСБАНК
14.0,624,ПАО РОСБАНК
14.0,625,ПАО РОСБАНК
14.0,626,ПАО РОСБАНК
14.0,627,ПАО РОСБАНК
14.0,628,ПАО Сбербанк
14.0,629,ПАО Сбербанк
14.0,630,ПАО Сбербанк
14.0,631,ПАО Сбербанк
14.0,632,ПАО Сбербанк
14.0,633,ПАО Сбербанк
14.0,634,ПАО Сбербанк
14.0,635,ПАО Сбербанк
14.0,636,ПАО Сбербанк
14.0,637,ПАО Сбербанк
14.0,638,ПАО Сбербанк
14.0,639,ПАО Сбербанк
14.0,640,ПАО Сбербанк
14.0,641,ПАО Сбербанк
